City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
418,Nikolayevsk-on-Amur,53.1406,140.73,-2.99,98.0,100.0,7.34,RU,1735933458.0
419,Sola,-13.8833,167.55,81.07,79.0,97.0,5.21,VU,1735933459.0
420,Priob’ye,62.5206,65.5964,6.62,97.0,88.0,6.42,RU,1735933460.0
421,Mirny,62.5353,113.9611,-21.39,99.0,100.0,4.74,RU,1735933461.0
422,Blagoveshchensk,50.2667,127.5333,-21.39,76.0,20.0,2.24,RU,1735933462.0
423,Hafar Al-Batin,28.4328,45.9708,45.18,36.0,0.0,5.75,SA,1735933463.0
424,Bor,56.3567,44.0669,12.13,99.0,81.0,3.31,RU,1735933464.0
425,Banda Aceh,5.5577,95.3222,77.09,85.0,58.0,7.52,ID,1735933397.0
426,Archangelos,36.2149,28.1149,57.31,82.0,91.0,10.4,GR,1735933467.0
427,La Passe,45.5549,-0.8967,42.87,88.0,100.0,14.09,FR,1735933468.0
428,Futtsu,35.3053,139.8186,41.13,82.0,99.0,19.69,JP,1735933469.0
429,Aras-asan,8.8908,126.3033,77.32,87.0,61.0,2.57,PH,1735933470.0
430,Portage la Prairie,49.9728,-98.2926,-5.12,71.0,20.0,13.8,CA,1735933471.0
431,Basco,20.4487,121.9702,71.65,87.0,100.0,37.49,PH,1735933472.0
432,Goondiwindi,-28.55,150.3167,68.56,74.0,2.0,7.4,AU,1735933473.0
433,Nichinan,31.6,131.3667,33.71,57.0,1.0,5.23,JP,1735933474.0
434,,,,,,,,,
435,Mersing,2.4312,103.8405,80.51,83.0,20.0,10.36,MY,1735933477.0
436,Zinder,13.8072,8.9881,70.52,15.0,1.0,4.52,NE,1735933478.0
437,Dzhezkazgan,47.7833,67.7667,28.83,95.0,100.0,8.46,KZ,1735933479.0
438,Abbeville,50.1,1.8333,30.49,82.0,15.0,3.04,FR,1735933009.0
439,Tsiombe,-25.3,45.4833,78.12,82.0,0.0,16.06,MG,1735933481.0
440,Bobo-Dioulasso,11.1771,-4.2979,75.65,31.0,0.0,5.75,BF,1735933483.0
441,Tual,-5.6667,132.75,82.33,77.0,99.0,7.11,ID,1735933484.0
442,Creel,27.75,-107.6333,67.12,14.0,13.0,9.51,MX,1735933485.0
443,Labuan,5.2767,115.2417,79.16,100.0,40.0,0.0,MY,1735933486.0
444,Eldivan,40.5298,33.499,34.38,72.0,84.0,3.65,TR,1735933487.0
445,New Norfolk,-42.7826,147.0587,56.71,78.0,34.0,2.35,AU,1735933489.0
446,Baidoa,3.1138,43.6498,74.61,56.0,27.0,11.81,SO,1735933490.0
447,Kurchatov,51.6601,35.6521,29.97,79.0,99.0,4.56,RU,1735933491.0
448,Praia da Vitória,38.7333,-27.0667,64.65,82.0,75.0,18.39,PT,1735933492.0
449,Hotan,37.0997,79.9269,25.66,52.0,59.0,4.94,CN,1735933493.0
450,Cerro de Ortega,18.75,-103.7667,85.05,53.0,39.0,7.74,MX,1735933494.0
451,Iwanai,42.9744,140.5089,24.69,68.0,100.0,11.83,JP,1735933496.0
452,Makueni Boma,-1.8041,37.6203,62.24,83.0,100.0,4.85,KE,1735933497.0
453,Kyshtovka,56.555,76.6271,33.44,90.0,100.0,12.75,RU,1735933498.0
454,Nolensville,35.9523,-86.6694,43.05,52.0,40.0,23.02,US,1735933499.0
455,Baganga,7.5739,126.56,76.19,91.0,95.0,4.61,PH,1735933500.0
456,Arar,30.9753,41.0381,42.82,45.0,0.0,3.44,SA,1735933279.0
457,Aldama,22.9167,-98.0667,82.15,46.0,52.0,8.86,MX,1735933502.0
458,Manokwari,-0.8667,134.0833,78.21,77.0,100.0,4.76,ID,1735933503.0
459,Sijunjung,-0.6876,100.9537,70.5,92.0,91.0,1.92,ID,1735933504.0
460,Chita,52.0333,113.55,-22.11,76.0,20.0,2.24,RU,1735933506.0
461,Ubon Ratchathani,15.1667,105.1667,61.83,84.0,5.0,9.26,TH,1735933453.0
462,,,,,,,,,
463,Gaogou,34.0175,119.1886,35.46,68.0,100.0,5.66,CN,1735933509.0
464,Owando,-0.4819,15.8999,79.77,40.0,63.0,1.66,CG,1735933510.0
465,Gadzhiyevo,69.2551,33.3362,-0.62,100.0,87.0,9.48,RU,1735933511.0
466,Qui Nhon,13.7667,109.2333,69.76,85.0,100.0,15.37,VN,1735933512.0
467,Bonanza,14.0289,-84.591,74.25,93.0,46.0,5.99,NI,1735933513.0
468,Maitum,6.0392,124.4986,77.23,86.0,100.0,4.03,PH,1735933514.0
469,Buala,-8.145,159.5921,79.81,80.0,17.0,0.98,SB,1735933515.0
470,Torres,-29.3353,-49.7269,74.75,68.0,0.0,6.51,BR,1735933517.0
471,Gongzhuling,43.5008,124.8198,10.96,61.0,0.0,5.5,CN,1735933518.0
472,Miðvágur,62.0511,-7.1939,23.83,74.0,100.0,1.14,FO,1735933519.0
473,Arrondissement de Gap,44.6667,6.0,8.8,76.0,100.0,5.84,FR,1735933520.0
474,Polyarny,69.1989,33.4478,-0.24,100.0,78.0,10.0,RU,1735933521.0
475,Porto-Novo,6.4965,2.6036,84.02,80.0,100.0,9.84,BJ,1735933348.0
476,Choibalsan,48.0667,114.5,7.43,53.0,11.0,5.23,MN,1735933523.0
477,Vernon,50.2581,-119.2691,33.75,87.0,100.0,4.0,CA,1735933260.0
478,Acapulco de Juárez,16.8634,-99.8901,84.02,70.0,20.0,5.75,MX,1735933506.0
479,Queenstown,-31.8976,26.8753,72.73,71.0,33.0,3.58,ZA,1735933526.0
480,Lospalos,-8.5186,127.0025,73.17,89.0,94.0,0.56,TL,1735933528.0
481,Fort St. John,56.2499,-120.8529,-11.31,77.0,75.0,8.05,CA,1735933355.0
482,Westport,41.1415,-73.3579,38.82,52.0,75.0,16.11,US,1735933314.0
483,Gaigeturi,33.4644,126.3183,44.65,53.0,75.0,10.36,KR,1735933531.0
484,Jiuquan,39.7432,98.5174,23.31,50.0,100.0,2.48,CN,1735933532.0
485,Shakhun'ya,57.6758,46.6114,7.05,98.0,61.0,4.03,RU,1735933533.0
486,Kujang-ŭp,39.8672,126.0303,19.44,46.0,0.0,3.04,KP,1735933534.0
487,Happy Valley-Goose Bay,53.3168,-60.3315,37.71,93.0,75.0,6.91,CA,1735933535.0
488,Keflavik,64.0049,-22.5624,34.23,93.0,100.0,6.91,IS,1735933536.0
489,Sopur,34.3,74.4667,33.44,87.0,100.0,1.72,IN,1735933537.0
490,,,,,,,,,
491,Usogorsk,63.4106,48.6872,1.26,96.0,88.0,8.14,RU,1735933507.0
492,Weyburn,49.6668,-103.8511,-18.18,76.0,27.0,6.91,CA,1735933541.0
493,Neftçala,39.3742,49.2472,50.31,81.0,59.0,8.5,AZ,1735933542.0
494,Parabel',58.6978,81.4825,13.95,96.0,90.0,6.22,RU,1735933543.0
495,Teluk Anson,4.0259,101.0213,73.45,95.0,6.0,2.19,MY,1735933544.0
496,Nesebar,42.7833,27.7333,40.08,70.0,100.0,5.21,BG,1735933545.0
497,San Fernando,15.0286,120.6898,76.73,96.0,100.0,2.73,PH,1735933546.0
498,Troitsko-Pechorsk,62.7084,56.1964,8.78,92.0,99.0,8.72,RU,1735933548.0
499,Ruteng,-8.6136,120.4721,63.5,97.0,100.0,1.72,ID,1735933549.0
500,Mâncio Lima,-7.6142,-72.8958,82.47,78.0,75.0,0.0,BR,1735933550.0
501,Krasnovishersk,60.4078,57.082,-6.88,100.0,100.0,3.04,RU,1735933551.0
502,Ndioum,16.5129,-14.6471,75.43,15.0,100.0,8.79,SN,1735933552.0
503,Suva,-18.1416,178.4415,76.48,94.0,75.0,2.3,FJ,1735933553.0
504,Phuthaditjhaba,-28.5242,28.8158,68.9,66.0,96.0,3.42,ZA,1735933554.0
505,Timbuktu,16.7735,-3.0074,65.57,16.0,1.0,11.68,ML,1735933555.0
506,Catherinas Lust,6.4,-57.6,82.02,75.0,100.0,9.15,GY,1735933556.0
507,Road Town,18.4167,-64.6167,82.44,65.0,40.0,9.22,VG,1735933558.0
508,Howrah,22.5892,88.3103,60.8,88.0,1.0,0.0,IN,1735933559.0
509,Birao,10.2849,22.7882,70.86,20.0,76.0,5.88,CF,1735933560.0
510,Zhuanghe,39.7008,122.9911,24.89,40.0,0.0,2.77,CN,1735933561.0
511,Crucecita,-28.95,-58.9833,95.88,15.0,97.0,10.11,AR,1735933562.0
512,Gunnison,38.7,-107.0673,2.25,87.0,28.0,0.81,US,1735933563.0
513,Newcastle West,52.4492,-9.0611,33.12,88.0,100.0,2.68,IE,1735933564.0
514,Camariñas,43.1311,-9.1817,57.92,93.0,100.0,26.87,ES,1735933532.0
515,Dudinka,69.4058,86.1778,-1.79,99.0,97.0,3.85,RU,1735933566.0
516,Gulf Breeze,30.3571,-87.1639,66.51,48.0,0.0,11.5,US,1735933568.0
517,Ra’s Bayrūt,33.9,35.4833,56.86,54.0,0.0,5.75,LB,1735933569.0
518,Distrikt Brokopondo,4.75,-55.1667,79.83,86.0,100.0,7.14,SR,1735933570.0
519,Mangaldai,26.4333,92.0333,57.87,66.0,0.0,4.41,IN,1735933571.0
520,Tarascon,43.8058,4.6603,41.9,74.0,100.0,23.78,FR,1735933572.0
521,Palmas,-10.2128,-48.3603,87.67,58.0,20.0,6.91,BR,1735933363.0
522,Petawawa,45.9001,-77.3328,13.78,71.0,100.0,4.0,CA,1735933574.0
523,Farah,32.5,62.5,32.25,80.0,68.0,1.32,AF,1735933575.0
524,Magadan,59.5667,150.8,11.43,75.0,78.0,16.24,RU,1735933577.0
525,Naryan-Mar,67.6713,53.087,12.6,96.0,100.0,6.49,RU,1735933318.0
526,Berezovyy,51.6667,135.7,-13.05,93.0,88.0,4.61,RU,1735933579.0
527,Eydhafushi,5.1033,73.0708,80.98,79.0,100.0,23.47,MV,1735933580.0
528,,,,,,,,,
529,Abhā,18.2164,42.5053,55.65,26.0,0.0,0.0,SA,1735933582.0
530,Paramonga,-10.6667,-77.8333,74.37,74.0,52.0,11.21,PE,1735933584.0
531,Bikenibeu Village,1.3673,173.1241,80.56,83.0,75.0,4.61,KI,1735933585.0
532,Bardai,11.65,7.2333,72.99,17.0,85.0,9.19,NG,1735933586.0
533,Dakhla,23.6848,-15.958,66.22,59.0,0.0,9.22,EH,1735933587.0
534,Celestún,20.8667,-90.4,80.04,52.0,33.0,17.74,MX,1735933588.0
535,Ilhabela,-23.7781,-45.3581,79.36,81.0,28.0,11.12,BR,1735933589.0
536,,,,,,,,,
537,Abilene,32.4487,-99.7331,48.42,93.0,100.0,3.44,US,1735933570.0
538,Santa Cruz de la Sierra,-17.8,-63.1667,91.45,62.0,75.0,18.41,BO,1735933321.0
539,Krasyliv,49.6519,26.9725,30.4,82.0,81.0,11.83,UA,1735933593.0
540,Ālbū Kamāl,34.45,40.9186,48.02,40.0,0.0,3.87,SY,1735933595.0
541,Kerikeri,-35.2268,173.9474,63.68,63.0,14.0,11.86,NZ,1735933596.0
542,Correntina,-13.3433,-44.6367,83.8,59.0,97.0,1.03,BR,1735933597.0
543,Changli,39.7042,119.1506,24.53,32.0,9.0,5.08,CN,1735933598.0
544,March,52.5513,0.0883,35.02,84.0,10.0,5.44,GB,1735933599.0
545,Lusaka,-15.4067,28.2871,63.55,95.0,100.0,2.82,ZM,1735933600.0
546,Mugia,43.1041,-9.2179,57.9,94.0,100.0,27.34,ES,1735933601.0
547,,,,,,,,,
548,Alibag,18.6411,72.8792,74.43,54.0,85.0,6.17,IN,1735933603.0
549,Arrondissement du Havre,49.5833,0.3333,33.57,80.0,0.0,4.61,FR,1735933604.0
550,Pierre,44.3683,-100.351,14.92,79.0,100.0,8.05,US,1735933606.0
551,Carmi,38.0909,-88.1587,34.21,39.0,87.0,15.9,US,1735933607.0
552,Pamanukan,-6.2842,107.8106,77.49,88.0,100.0,3.49,ID,1735933608.0
553,Pangkalanbuun,-2.6833,111.6167,73.96,99.0,100.0,1.92,ID,1735933609.0
554,Mogadishu,2.0371,45.3438,77.63,82.0,16.0,22.97,SO,1735933393.0
555,Tarko-Sale,64.9225,77.785,2.08,97.0,93.0,8.12,RU,1735933358.0
556,Crane,31.3974,-102.3501,66.61,40.0,1.0,15.52,US,1735933612.0
557,Metlili Chaamba,32.2667,3.6333,52.2,43.0,0.0,6.64,DZ,1735933613.0
558,Usinsk,65.9939,57.5281,14.25,95.0,100.0,12.19,RU,1735933614.0
559,Nieuw Amsterdam,5.8833,-55.0833,86.02,70.0,40.0,4.61,SR,1735933615.0
560,Luwuk,-0.9516,122.7875,72.54,90.0,100.0,3.65,ID,1735933617.0
561,Battagram,34.6772,73.0233,53.8,35.0,100.0,4.18,PK,1735933618.0
562,Khairpur Tamewah,29.5811,72.2364,58.62,23.0,0.0,4.92,PK,1735933619.0
563,Dickinson,29.4608,-95.0513,70.02,74.0,75.0,11.5,US,1735933620.0
564,Sabang,5.8933,95.3214,82.2,74.0,38.0,11.79,ID,1735933621.0
565,Manaus,-3.1019,-60.025,84.7,84.0,40.0,5.75,BR,1735933336.0
566,Santo Antônio do Içá,-3.1022,-67.9397,89.44,53.0,78.0,2.06,BR,1735933623.0
567,Warrenton,-28.114,24.8475,79.99,48.0,1.0,8.3,ZA,1735933624.0
568,Tingo María,-9.2895,-76.0088,79.11,73.0,100.0,8.05,PE,1735933567.0
569,Mamou,10.5,-12.0,74.1,26.0,0.0,3.31,GN,1735933626.0
570,Yuzhno-Kurilsk,44.0306,145.8556,22.73,82.0,100.0,13.69,RU,1735933628.0
571,Blenheim,-41.516,173.9528,54.52,96.0,100.0,5.95,NZ,1735933261.0
572,Ciudad Melchor Múzquiz,27.8833,-101.5167,68.74,54.0,85.0,7.43,MX,1735933630.0
573,Kalevala,65.2,31.1667,-6.34,100.0,88.0,2.06,RU,1735933631.0
574,Camrose,53.0168,-112.8353,-6.83,95.0,76.0,11.61,CA,1735933632.0
575,Saldarriaga,20.6289,-100.2893,66.42,39.0,20.0,13.8,MX,1735933633.0
576,São João del Rei,-21.1356,-44.2617,71.87,85.0,75.0,8.48,BR,1735933634.0
577,Zhalantun,48.0,122.7167,-16.02,99.0,11.0,3.65,CN,1735933635.0
578,Zouérat,22.7187,-12.4521,59.54,27.0,2.0,9.17,MR,1735933636.0
579,At-Bashi,41.1702,75.8106,13.98,69.0,5.0,5.08,KG,1735933637.0
580,Yaiza,28.9633,-13.7631,60.57,48.0,0.0,3.44,ES,1735933638.0
581,Sesheke,-17.4759,24.2968,73.15,82.0,100.0,4.97,ZM,1735933640.0
582,Kasongo,-4.45,26.6667,70.39,93.0,100.0,1.45,CD,1735933641.0
583,Gunjur,13.2019,-16.7339,78.87,36.0,12.0,4.61,GM,1735933642.0
584,Kayyerkan,69.3786,87.7439,2.12,96.0,98.0,4.0,RU,1735933643.0
585,Gazojak,41.1875,61.4036,34.21,76.0,44.0,6.64,TM,1735933644.0
586,Ironwood,46.4547,-90.171,7.61,78.0,100.0,14.97,US,1735933645.0
587,Avesta,60.1455,16.1679,17.06,72.0,2.0,7.61,SE,1735933646.0
588,Bundaberg North,-24.8551,152.3425,71.82,74.0,82.0,10.96,AU,1735933647.0
589,Shenjiamen,29.9576,122.298,47.1,65.0,42.0,7.07,CN,1735933648.0
590,Mejit,10.2753,170.8646,80.55,77.0,100.0,18.66,MH,1735933650.0
591,Jiménez,28.3333,-105.4,75.87,16.0,6.0,7.81,MX,1735933651.0
592,Tocopilla,-22.092,-70.1979,73.72,63.0,94.0,5.01,CL,1735933652.0
593,Hithadhoo,-0.6,73.0833,82.36,76.0,51.0,15.35,MV,1735933653.0
594,Caniço,32.6333,-16.85,67.01,88.0,40.0,18.41,PT,1735933654.0
595,Manismata,-2.4667,111.0333,74.59,98.0,100.0,2.86,ID,1735933655.0
596,Riohacha,11.5444,-72.9072,89.71,62.0,40.0,16.11,CO,1735933656.0
597,Saint-Pierre,-21.3393,55.4781,76.68,61.0,0.0,4.61,RE,1735933657.0
598,Alofi,-19.0595,-169.9187,84.09,74.0,75.0,8.05,NU,1735933658.0
599,Aljustrel,37.8776,-8.1652,49.93,89.0,95.0,4.16,PT,1735933660.0
600,Viale,-31.8678,-60.0072,96.49,15.0,0.0,17.2,AR,1735933661.0
601,Taesal-li,36.9714,126.4542,34.77,58.0,11.0,10.96,KR,1735933662.0
602,Moab,38.5733,-109.5498,49.5,35.0,100.0,2.19,US,1735933663.0
603,Palmer,42.1584,-72.3287,35.55,41.0,75.0,17.27,US,1735933664.0
604,Callao,-12.0667,-77.15,73.69,73.0,0.0,13.8,PE,1735933592.0
605,Kamenka,51.3223,42.7678,34.29,94.0,100.0,10.6,RU,1735933666.0
606,Posto da Mata,-17.8848,-39.8536,86.77,57.0,100.0,5.5,BR,1735933667.0
607,Mungwi,-10.1732,31.3694,63.3,92.0,100.0,1.3,ZM,1735933668.0
608,Afaahiti,-17.75,-149.2833,80.53,74.0,100.0,22.19,PF,1735933669.0
609,Taitung City,22.7583,121.1444,60.78,80.0,69.0,14.12,TW,1735933671.0
610,Wawarsing,41.759,-74.3574,34.45,64.0,99.0,10.78,US,1735933408.0
611,Itaituba,-4.2761,-55.9836,89.76,66.0,20.0,5.75,BR,1735933673.0
612,Sant Antoni de Portmany,38.9807,1.3036,58.08,79.0,0.0,8.05,ES,1735933674.0
613,Cockburn Town,21.4612,-71.1419,78.76,78.0,40.0,11.5,TC,1735933675.0
614,,,,,,,,,
615,San Antonio Oeste,-40.7319,-64.9477,69.98,53.0,7.0,16.22,AR,1735933677.0
616,Bilāsipāra,26.232,90.2347,59.67,57.0,10.0,4.81,IN,1735933678.0
617,Borogontsy,62.6683,131.1683,-55.73,100.0,69.0,2.8,RU,1735933679.0
618,Jwaneng,-24.6004,24.7303,72.61,70.0,86.0,7.65,BW,1735933681.0
619,Qaraūyl,48.9451,79.255,21.13,86.0,13.0,18.88,KZ,1735933682.0
620,Port Douglas,-16.4833,145.4667,78.57,82.0,67.0,3.6,AU,1735933683.0
621,Elliot Lake,46.3834,-82.6331,16.47,54.0,81.0,9.26,CA,1735933684.0
622,Ghat,24.9647,10.1728,51.67,56.0,0.0,16.91,LY,1735933685.0
623,Chui,-33.6971,-53.4616,76.14,47.0,21.0,15.59,UY,1735933686.0
